Title,Author,Price,MRP,Save,Discount,Cover Image,Link
Elementary Hindi Reader - 08,Kamala Vishwanathan,₹310.50,MRP ₹345.00,₹34.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0395-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-08-by-Kamala-Vishwanathan
Elementary Hindi Reader - 07,Kamala Vishwanathan,₹310.50,MRP ₹345.00,₹34.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0394-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-07-by-Kamala-Vishwanathan
Elementary Hindi Reader - 06,Kamala Vishwanathan,₹301.50,MRP ₹335.00,₹33.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0393-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-06-by-Kamala-Vishwanathan
Elementary Hindi Reader - 05,Kamala Vishwanathan,₹265.50,MRP ₹295.00,₹29.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-05-by-Kamala-Vishwanathan
Elementary Hindi Reader - 04,Kamala Vishwanathan,₹261.00,MRP ₹290.00,₹29.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-04-by-Kamala-Vishwanathan
Elementary Hindi Reader - 03,Kamala Vishwanathan,₹238.50,MRP ₹265.00,₹26.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-03-by-Kamala-Vishwanathan
Elementary Hindi Reader - 02,Kamala Vishwanathan,₹238.50,MRP ₹265.00,₹26.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-02-by-Kamala-Vishwanathan
Elementary Hindi Reader - 01,Kamala Vishwanathan,₹225.00,MRP ₹250.00,₹25.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-01-by-Kamala-Vishwanathan
Pre-Primer Hindi Reader,School of Educators,₹90.00,MRP ₹120.00,₹30.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Pre-Primer-Hindi-Reader-by-School-of-Educators
Primer Hindi Reader,School of Educators,₹135.00,MRP ₹180.00,₹45.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Primer-Hindi-Reader-by-School-of-Educators
Nursery Hindi Reader,School of Educators,₹105.00,MRP ₹140.00,₹35.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Nursery-Hindi-Reader-by-School-of-Educators
"UPPSC-Mines Officer, Principal, Professor, Reader Hindi",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/UPPSC-Mines-Officer-Principal-Professor-Reader-Hindi-by-Heed-Editorial-Board
Phonics Reader - 6,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-6-by-BPI
Phonics Reader - 5,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-5-by-BPI
Phonics Reader - 4,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-4-by-BPI
Phonics Reader - 3,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-3-by-BPI
Phonics Reader - 2,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-2-by-BPI
Phonics Reader - 1,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-1-by-BPI
Adab; My Arabic Reader-5,"Alya, Tabassum",₹95.40,MRP ₹159.00,₹63.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-5-by-Alya-Tabassum
Adab; My Arabic Reader-4,"Alya, Tabassum",₹95.40,MRP ₹159.00,₹63.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-4-by-Alya-Tabassum
Adab; My Arabic Reader-3,"Alya, Tabassum",₹77.40,MRP ₹129.00,₹51.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-3-by-Alya-Tabassum
Adab; My Arabic Reader-2,"Alya, Tabassum",₹77.40,MRP ₹129.00,₹51.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-2-by-Alya-Tabassum
Adab; My Arabic Reader-1,"Alya, Tabassum",₹57.00,MRP ₹95.00,₹38.00,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-1-by-Alya-Tabassum
New Gems English Reader 5,Series Advisors,₹356.30,MRP ₹509.00,₹152.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-5-by-Series-Advisors
New Gems English Reader 4,Series Advisors,₹349.30,MRP ₹499.00,₹149.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-4-by-Series-Advisors
New Gems English Reader 3,Series Advisors,₹342.30,MRP ₹489.00,₹146.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-3-by-Series-Advisors
Dreamcatcher An English Reader - 8,Ruplekha Sengupta,₹390.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-8-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 7,Ruplekha Sengupta,₹375.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-7-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 6,Ruplekha Sengupta,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-6-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 5,Ruplekha Sengupta,₹345.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-5-by-Ruplekha-Sengupta
Elementary Hindi Reader - 08,Kamala Vishwanathan,₹310.50,MRP ₹345.00,₹34.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0395-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-08-by-Kamala-Vishwanathan
Elementary Hindi Reader - 07,Kamala Vishwanathan,₹310.50,MRP ₹345.00,₹34.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0394-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-07-by-Kamala-Vishwanathan
Elementary Hindi Reader - 06,Kamala Vishwanathan,₹301.50,MRP ₹335.00,₹33.50,10% Off,https://static.kopykitab.com/image/cache/data/saraswati/nsh0393-161x244.jpg,https://www.kopykitab.com/Elementary-Hindi-Reader-06-by-Kamala-Vishwanathan
Elementary Hindi Reader - 05,Kamala Vishwanathan,₹265.50,MRP ₹295.00,₹29.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-05-by-Kamala-Vishwanathan
Elementary Hindi Reader - 04,Kamala Vishwanathan,₹261.00,MRP ₹290.00,₹29.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-04-by-Kamala-Vishwanathan
Elementary Hindi Reader - 03,Kamala Vishwanathan,₹238.50,MRP ₹265.00,₹26.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-03-by-Kamala-Vishwanathan
Elementary Hindi Reader - 02,Kamala Vishwanathan,₹238.50,MRP ₹265.00,₹26.50,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-02-by-Kamala-Vishwanathan
Elementary Hindi Reader - 01,Kamala Vishwanathan,₹225.00,MRP ₹250.00,₹25.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Elementary-Hindi-Reader-01-by-Kamala-Vishwanathan
Pre-Primer Hindi Reader,School of Educators,₹90.00,MRP ₹120.00,₹30.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Pre-Primer-Hindi-Reader-by-School-of-Educators
Primer Hindi Reader,School of Educators,₹135.00,MRP ₹180.00,₹45.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Primer-Hindi-Reader-by-School-of-Educators
Nursery Hindi Reader,School of Educators,₹105.00,MRP ₹140.00,₹35.00,25% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Nursery-Hindi-Reader-by-School-of-Educators
"UPPSC-Mines Officer, Principal, Professor, Reader Hindi",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/UPPSC-Mines-Officer-Principal-Professor-Reader-Hindi-by-Heed-Editorial-Board
Phonics Reader - 6,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-6-by-BPI
Phonics Reader - 5,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-5-by-BPI
Phonics Reader - 4,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-4-by-BPI
Phonics Reader - 3,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-3-by-BPI
Phonics Reader - 2,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-2-by-BPI
Phonics Reader - 1,BPI,₹63.00,MRP ₹70.00,₹7.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Phonics-Reader-1-by-BPI
Adab; My Arabic Reader-5,"Alya, Tabassum",₹95.40,MRP ₹159.00,₹63.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-5-by-Alya-Tabassum
Adab; My Arabic Reader-4,"Alya, Tabassum",₹95.40,MRP ₹159.00,₹63.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-4-by-Alya-Tabassum
Adab; My Arabic Reader-3,"Alya, Tabassum",₹77.40,MRP ₹129.00,₹51.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-3-by-Alya-Tabassum
Adab; My Arabic Reader-2,"Alya, Tabassum",₹77.40,MRP ₹129.00,₹51.60,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-2-by-Alya-Tabassum
Adab; My Arabic Reader-1,"Alya, Tabassum",₹57.00,MRP ₹95.00,₹38.00,40% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Adab-My-Arabic-Reader-1-by-Alya-Tabassum
New Gems English Reader 5,Series Advisors,₹356.30,MRP ₹509.00,₹152.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-5-by-Series-Advisors
New Gems English Reader 4,Series Advisors,₹349.30,MRP ₹499.00,₹149.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-4-by-Series-Advisors
New Gems English Reader 3,Series Advisors,₹342.30,MRP ₹489.00,₹146.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Gems-English-Reader-3-by-Series-Advisors
Dreamcatcher An English Reader - 8,Ruplekha Sengupta,₹390.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-8-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 7,Ruplekha Sengupta,₹375.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-7-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 6,Ruplekha Sengupta,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-6-by-Ruplekha-Sengupta
Dreamcatcher An English Reader - 5,Ruplekha Sengupta,₹345.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Dreamcatcher-An-English-Reader-5-by-Ruplekha-Sengupta
Mathematics & Physics For Airports Authority Of India (AAI) Junior Executive Air Traffic Control (ATC),Disha Experts,₹117.00,MRP ₹178.00,₹61.00,34% Off,https://static.kopykitab.com/image/cache/data/disha-publication/dishapub685-161x244.jpg,https://www.kopykitab.com/Mathematics-And-Physics-For-Airports-Authority-Of-India-AAI-Junior-Executive-Air-Traffic-Control-ATC-by-Disha-Experts
CTET Junior Level (Class VI-VIII) (Math And Science Group) Solved Paper With Explanation 2022-23,YCT Expert Team,₹416.50,MRP ₹595.00,₹178.50,30% Off,https://static.kopykitab.com/image/cache/data/yct/yct1040-161x244.jpg,https://www.kopykitab.com/CTET-Junior-Level-Class-6-8-Math-And-Science-Group-Solved-Paper-With-Explanation-by-YCT-Expert-Team
"National Board of Examination - Senior Assistant, Junior Assistant and Junior Accountant",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/image/cache/data/heed-publication/heed718-161x244.jpg,https://www.kopykitab.com/National-Board-of-Examination-Senior-Assistant-Junior-Assistant-and-Junior-Accountant-by-Heed-Editorial-Board
State Bank Clerical Cadre Preliminary Exam [ For Junior Associates (Customer Support & Sales) and Junior Agricultural Associates],T. S. Jain,₹215.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/State-Bank-Clerical-Cadre-Preliminary-Exam-For-Junior-Associates-Customer-Support-Sales-and-Junior-Agricultural-Associates-by-T-S-Jain
"NCL - Junior Secretariat Assistant, Junior Stenographer And Staff Driver",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/NCL-Junior-Secretariat-Assistant-Junior-Stenographer-And-Staff-Driver-by-Heed-Editorial-Board
"District Judge Rayagada - Junior Clerk Cum Copyist, Stenographer (Grade III) , Junior Typist",Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/District-Judge-Rayagada-Junior-Clerk-Cum-Copyist-Stenographer-Grade-III-Junior-Typist-by-Heed-Editorial-Board
"MECON Limited - Junior Officer, Executive, Junior Engineer, Personal Secretary, Deputy Officer Exam",Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/MECON-Limited-Junior-Officer-Executive-Junior-Engineer-Personal-Secretary-Deputy-Officer-Exam-by-Heed-Editorial-Board
"National Board Examination Senior Assistant, Junior Assistant, Junior Accountant Recruitment",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/National-Board-Examination-Senior-Assistant-Junior-Assistant-Junior-Accountant-Recruitment-ebook-by-Heed-Editorial-Board
"District Judge Koraput - Junior Clerk Cum Copyist, Stenographer (Grade - III) And Junior Typist",Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/District-Judge-Koraput-Junior-Clerk-Cum-Copyist-Stenographer-Grade-III-And-Junior-Typist-ebook-by-Heed-Editorial-Board
District Judge Jaipur Junior Clerk Cum Copyist Stenographer (Grade-III) Junior Typist Driver Exam,Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/District-Judge-Jaipur-Junior-Clerk-Cum-Copyist-Stenographer-Grade-III-Junior-Typist-Driver-Exam-by-Heed-Editorial-Board
Steps To English Composition Junior Essays Book 2,H. Martin,₹297.00,MRP ₹330.00,₹33.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Steps-To-English-Composition-Junior-Essays-Book-2-by-H-Martin
Brochure for RRB Junior,Panel Of Experts,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Brochure-for-RRB-Junior-by-Panel-Of-Experts
Multi-Dimensional Junior General Knowledge,J. N. Sharma,₹90.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Multi-Dimensional-Junior-General-Knowledge-by-J-N-Sharma
BSNL Junior Accounts Officers Examination,"Dr. Lal, Gupta, Kaushik",₹370.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/BSNL-Junior-Accounts-Officers-Examination-by-Dr-Lal-Gupta-Kaushik
ATEPFO - Junior Assistant,Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/ATEPFO-Junior-Assistant-by-Heed-Editorial-Board
Junior Accountant Part-A Auditing,Dr.P.C.Gupta,₹40.00,MRP ₹50.00,₹10.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Auditing-by-Dr-P-C-Gupta
Academic Junior English Dictionary,Amanda,₹125.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Academic-Junior-English-Dictionary-by-Amanda
ATEPFO - Junior Assistant,Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/ATEPFO-Junior-Assistant-ebook-by-Heed-Editorial-Board
Junior Accountant Part-A Management Accounting,Dr.P.C.Gupta,₹64.00,MRP ₹80.00,₹16.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Management-Accounting-by-Dr-P-C-Gupta
Junior Accountant Part-A Financial Accounting,Dr.P.C.Gupta,₹64.00,MRP ₹80.00,₹16.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Financial-Accounting-by-Dr-P-C-Gupta
Junior Accountant Part-A Financial Management,Dr.P.C.Gupta,₹32.00,MRP ₹40.00,₹8.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Financial-Management-by-Dr-P-C-Gupta
Tippy Tippy Tap For Junior KG (Phonics),Saraswati Experts,₹153.00,MRP ₹170.00,₹17.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Tippy-Tippy-Tap-For-Junior-KG-Phonics-by-Saraswati-Experts
Tippy Tippy Tap For Junior KG (Handwriting),Saraswati Experts,₹171.00,MRP ₹190.00,₹19.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Tippy-Tippy-Tap-For-Junior-KG-Handwriting-by-Saraswati-Experts
Senior/Junior Hindi Translators Exam.,"Dr. Lal, Jain",₹299.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/SeniorJunior-Hindi-Translators-Exam-by-Dr-Lal-Jain
SSC Junior Engineer Recruitment Exam 2022,Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/SSC-Junior-Engineer-Recruitment-Exam-ebook-by-Heed-Editorial-Board
Junior Accountant Part-A Corporate Accounting,Dr.P.C.Gupta,₹72.00,MRP ₹90.00,₹18.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Corporate-Accounting-ebook-by-Dr-P-C-Gupta
Junior Accountant Part-A Financial Accounting (Hindi),Dr.P.C.Gupta,₹64.00,MRP ₹80.00,₹16.00,20% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Junior-Accountant-Part-A-Financial-Accounting-Hindi-by-Dr-P-C-Gupta
Tippy Tippy Tap For Junior KG (General Awareness),Gita Dhawan,₹189.00,MRP ₹210.00,₹21.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Tippy-Tippy-Tap-For-Junior-KG-General-Awareness-by-Gita-Dhawan
Tippy Tippy Tap For Junior KG (अक्षर ज्ञान),Saraswati Experts,₹324.00,MRP ₹360.00,₹36.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Tippy-Tippy-Tap-For-Junior-KG-Akshar-Gyan-by-Saraswati-Experts
Jharkhand Civil Judge Junior Division (Munsif) Preliminary Exam.,Dr. Sharma & Misra,₹250.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Jharkhand-Civil-Judge-Junior-Division-Munsif-Preliminary-Exam-by-Dr-Sharma-And-Misra
Mathematics & Physics For Airports Authority Of India (AAI) Junior Executive Air Traffic Control (ATC),Disha Experts,₹117.00,MRP ₹178.00,₹61.00,34% Off,https://static.kopykitab.com/image/cache/data/disha-publication/dishapub685-161x244.jpg,https://www.kopykitab.com/Mathematics-And-Physics-For-Airports-Authority-Of-India-AAI-Junior-Executive-Air-Traffic-Control-ATC-by-Disha-Experts
CTET Junior Level (Class VI-VIII) (Math And Science Group) Solved Paper With Explanation 2022-23,YCT Expert Team,₹416.50,MRP ₹595.00,₹178.50,30% Off,https://static.kopykitab.com/image/cache/data/yct/yct1040-161x244.jpg,https://www.kopykitab.com/CTET-Junior-Level-Class-6-8-Math-And-Science-Group-Solved-Paper-With-Explanation-by-YCT-Expert-Team
"National Board of Examination - Senior Assistant, Junior Assistant and Junior Accountant",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/image/cache/data/heed-publication/heed718-161x244.jpg,https://www.kopykitab.com/National-Board-of-Examination-Senior-Assistant-Junior-Assistant-and-Junior-Accountant-by-Heed-Editorial-Board
State Bank Clerical Cadre Preliminary Exam [ For Junior Associates (Customer Support & Sales) and Junior Agricultural Associates],T. S. Jain,₹215.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/State-Bank-Clerical-Cadre-Preliminary-Exam-For-Junior-Associates-Customer-Support-Sales-and-Junior-Agricultural-Associates-by-T-S-Jain
"NCL - Junior Secretariat Assistant, Junior Stenographer And Staff Driver",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/NCL-Junior-Secretariat-Assistant-Junior-Stenographer-And-Staff-Driver-by-Heed-Editorial-Board
"District Judge Rayagada - Junior Clerk Cum Copyist, Stenographer (Grade III) , Junior Typist",Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/District-Judge-Rayagada-Junior-Clerk-Cum-Copyist-Stenographer-Grade-III-Junior-Typist-by-Heed-Editorial-Board
"MECON Limited - Junior Officer, Executive, Junior Engineer, Personal Secretary, Deputy Officer Exam",Heed Editorial Board,₹553.00,MRP ₹790.00,₹237.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/MECON-Limited-Junior-Officer-Executive-Junior-Engineer-Personal-Secretary-Deputy-Officer-Exam-by-Heed-Editorial-Board
"National Board Examination Senior Assistant, Junior Assistant, Junior Accountant Recruitment",Heed Editorial Board,₹693.00,MRP ₹990.00,₹297.00,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/National-Board-Examination-Senior-Assistant-Junior-Assistant-Junior-Accountant-Recruitment-ebook-by-Heed-Editorial-Board
